State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Montana,51,17,0,0,0,46.9219,-110.4544,2020-03-24
Nebraska,66,15,0,0,0,41.1254,-98.2681,2020-03-24
Nevada,278,33,4,0,0.0144,38.3135,-117.0554,2020-03-24
New Hampshire,101,0,1,0,0.0099,43.4525,-71.5639,2020-03-24
New Jersey,3675,831,44,17,0.012,40.2989,-74.521,2020-03-24
New Mexico,100,17,0,0,0,34.8405,-106.2485,2020-03-24
New York,25681,4797,210,52,0.0082,42.1657,-74.9481,2020-03-24
North Carolina,495,142,0,0,0,35.6301,-79.8064,2020-03-24
North Dakota,36,6,0,0,0,47.5289,-99.784,2020-03-24
Ohio,567,124,8,2,0.0141,40.3888,-82.7649,2020-03-24
Oklahoma,106,25,3,1,0.0283,35.5653,-96.9289,2020-03-24
Oregon,210,19,8,3,0.0381,44.572,-122.0709,2020-03-24
Pennsylvania,946,248,8,2,0.0085,40.5908,-77.2098,2020-03-24
Rhode Island,124,18,0,0,0,41.6809,-71.5118,2020-03-24
South Carolina,342,44,5,0,0.0146,33.8569,-80.945,2020-03-24
South Dakota,30,2,1,0,0.0333,44.2998,-99.4388,2020-03-24
Tennessee,772,158,2,0,0.0026,35.7478,-86.6923,2020-03-24
Texas,955,197,12,3,0.0126,31.0545,-97.5635,2020-03-24
Utah,298,41,1,0,0.0034,40.15,-111.8624,2020-03-24
Vermont,95,20,7,2,0.0737,44.0459,-72.7107,2020-03-24
Virginia,293,39,9,3,0.0307,37.7693,-78.17,2020-03-24
Washington,2328,107,116,7,0.0498,47.4009,-121.4905,2020-03-24
West Virginia,22,6,0,0,0,38.4912,-80.9545,2020-03-24
Wisconsin,481,56,5,0,0.0104,44.2685,-89.6165,2020-03-24
Wyoming,29,3,0,0,0,42.756,-107.3025,2020-03-24
Alabama,381,139,1,1,0.0026,32.3182,-86.9023,2020-03-25
Alaska,41,7,1,1,0.0244,61.3707,-152.4044,2020-03-25
Arizona,401,75,6,1,0.015,33.7298,-111.4312,2020-03-25
Arkansas,280,61,2,0,0.0071,34.9697,-92.3731,2020-03-25
California,2998,460,65,15,0.0217,36.1162,-119.6816,2020-03-25
Colorado,1021,298,16,8,0.0157,39.0598,-105.3111,2020-03-25
Connecticut,875,257,19,7,0.0217,41.5978,-72.7554,2020-03-25
Delaware,119,15,0,0,0,39.3185,-75.5071,2020-03-25
District of Columbia,187,46,2,0,0.0107,38.8974,-77.0268,2020-03-25
Florida,1682,270,23,5,0.0137,27.7663,-81.6868,2020-03-25
Georgia,1247,221,40,8,0.0321,33.0406,-83.6431,2020-03-25
Idaho,91,10,0,0,0,44.2405,-114.4788,2020-03-25
Illinois,1865,328,19,3,0.0102,40.3495,-88.9861,2020-03-25
Indiana,477,109,14,2,0.0294,39.8494,-86.2583,2020-03-25
Iowa,146,22,1,1,0.0068,42.0115,-93.2105,2020-03-25
Kansas,134,34,3,1,0.0224,38.5266,-96.7265,2020-03-25
Kentucky,197,35,5,1,0.0254,37.6681,-84.6701,2020-03-25
Louisiana,1795,407,65,19,0.0362,31.1695,-91.8678,2020-03-25
Maine,142,24,0,0,0,44.6939,-69.3819,2020-03-25
Maryland,425,76,4,0,0.0094,39.0639,-76.8021,2020-03-25
Massachusetts,1838,679,15,4,0.0082,42.2302,-71.5301,2020-03-25
Michigan,2296,503,43,19,0.0187,43.3266,-84.5361,2020-03-25
Minnesota,286,25,1,0,0.0035,45.6945,-93.9002,2020-03-25
Mississippi,377,57,3,2,0.008,32.7416,-89.6787,2020-03-25
Missouri,354,97,8,1,0.0226,38.4561,-92.2884,2020-03-25
Montana,65,14,0,0,0,46.9219,-110.4544,2020-03-25
Nebraska,71,5,0,0,0,41.1254,-98.2681,2020-03-25
Nevada,323,45,6,2,0.0186,38.3135,-117.0554,2020-03-25
New Hampshire,108,7,1,0,0.0093,43.4525,-71.5639,2020-03-25
New Jersey,4402,727,62,18,0.0141,40.2989,-74.521,2020-03-25
New Mexico,113,13,1,1,0.0088,34.8405,-106.2485,2020-03-25
New York,30841,5160,285,75,0.0092,42.1657,-74.9481,2020-03-25
North Carolina,590,95,2,2,0.0034,35.6301,-79.8064,2020-03-25
North Dakota,45,9,0,0,0,47.5289,-99.784,2020-03-25
Ohio,704,137,11,3,0.0156,40.3888,-82.7649,2020-03-25
Oklahoma,164,58,5,2,0.0305,35.5653,-96.9289,2020-03-25
Oregon,266,56,10,2,0.0376,44.572,-122.0709,2020-03-25
Pennsylvania,1260,314,15,7,0.0119,40.5908,-77.2098,2020-03-25
Rhode Island,132,8,0,0,0,41.6809,-71.5118,2020-03-25
South Carolina,424,82,7,2,0.0165,33.8569,-80.945,2020-03-25
South Dakota,41,11,1,0,0.0244,44.2998,-99.4388,2020-03-25
Tennessee,916,144,3,1,0.0033,35.7478,-86.6923,2020-03-25
Texas,1229,274,15,3,0.0122,31.0545,-97.5635,2020-03-25
Utah,340,42,1,0,0.0029,40.15,-111.8624,2020-03-25
Vermont,125,30,8,1,0.064,44.0459,-72.7107,2020-03-25
Virginia,396,103,9,0,0.0227,37.7693,-78.17,2020-03-25
Washington,2591,263,133,17,0.0513,47.4009,-121.4905,2020-03-25
West Virginia,39,17,0,0,0,38.4912,-80.9545,2020-03-25
Wisconsin,621,140,7,2,0.0113,44.2685,-89.6165,2020-03-25
Wyoming,44,15,0,0,0,42.756,-107.3025,2020-03-25
Alabama,517,136,1,0,0.0019,32.3182,-86.9023,2020-03-26
Alaska,56,15,1,0,0.0179,61.3707,-152.4044,2020-03-26
Arizona,508,107,8,2,0.0157,33.7298,-111.4312,2020-03-26
Arkansas,335,55,2,0,0.006,34.9697,-92.3731,2020-03-26
California,3899,901,81,16,0.0208,36.1162,-119.6816,2020-03-26
Colorado,1430,409,19,3,0.0133,39.0598,-105.3111,2020-03-26
Connecticut,1012,137,21,2,0.0208,41.5978,-72.7554,2020-03-26
Delaware,130,11,1,1,0.0077,39.3185,-75.5071,2020-03-26
District of Columbia,231,44,3,1,0.013,38.8974,-77.0268,2020-03-26
Florida,2357,675,29,6,0.0123,27.7663,-81.6868,2020-03-26
Georgia,1525,278,48,8,0.0315,33.0406,-83.6431,2020-03-26
Idaho,146,55,3,3,0.0205,44.2405,-114.4788,2020-03-26
Illinois,2538,673,26,7,0.0102,40.3495,-88.9861,2020-03-26
Indiana,645,168,17,3,0.0264,39.8494,-86.2583,2020-03-26
Iowa,179,33,1,0,0.0056,42.0115,-93.2105,2020-03-26
Kansas,172,38,3,0,0.0174,38.5266,-96.7265,2020-03-26
Kentucky,247,50,5,0,0.0202,37.6681,-84.6701,2020-03-26
Louisiana,2304,509,83,18,0.036,31.1695,-91.8678,2020-03-26
Maine,155,13,0,0,0,44.6939,-69.3819,2020-03-26
Maryland,583,158,4,0,0.0069,39.0639,-76.8021,2020-03-26
Massachusetts,2417,579,25,10,0.0103,42.2302,-71.5301,2020-03-26
Michigan,2845,549,61,18,0.0214,43.3266,-84.5361,2020-03-26
Minnesota,344,58,2,1,0.0058,45.6945,-93.9002,2020-03-26
Mississippi,485,108,6,3,0.0124,32.7416,-89.6787,2020-03-26
Missouri,520,166,9,1,0.0173,38.4561,-92.2884,2020-03-26
Montana,90,25,0,0,0,46.9219,-110.4544,2020-03-26
Nebraska,74,3,0,0,0,41.1254,-98.2681,2020-03-26
Nevada,420,97,10,4,0.0238,38.3135,-117.0554,2020-03-26
New Hampshire,137,29,1,0,0.0073,43.4525,-71.5639,2020-03-26
New Jersey,6876,2474,81,19,0.0118,40.2989,-74.521,2020-03-26
New Mexico,113,0,1,0,0.0088,34.8405,-106.2485,2020-03-26
New York,37877,7036,385,100,0.0102,42.1657,-74.9481,2020-03-26
North Carolina,738,148,3,1,0.0041,35.6301,-79.8064,2020-03-26
North Dakota,51,6,0,0,0,47.5289,-99.784,2020-03-26
Ohio,868,164,15,4,0.0173,40.3888,-82.7649,2020-03-26
Oklahoma,248,84,7,2,0.0282,35.5653,-96.9289,2020-03-26
Oregon,316,50,11,1,0.0348,44.572,-122.0709,2020-03-26
Pennsylvania,1795,535,18,3,0.01,40.5908,-77.2098,2020-03-26
Rhode Island,165,33,0,0,0,41.6809,-71.5118,2020-03-26
South Carolina,424,0,9,2,0.0212,33.8569,-80.945,2020-03-26
South Dakota,46,5,1,0,0.0217,44.2998,-99.4388,2020-03-26
Tennessee,1097,181,3,0,0.0027,35.7478,-86.6923,2020-03-26
Texas,1563,334,21,6,0.0134,31.0545,-97.5635,2020-03-26
Utah,396,56,1,0,0.0025,40.15,-111.8624,2020-03-26
Vermont,158,33,9,1,0.057,44.0459,-72.7107,2020-03-26
Virginia,466,70,10,1,0.0215,37.7693,-78.17,2020-03-26
Washington,3207,616,150,17,0.0468,47.4009,-121.4905,2020-03-26
West Virginia,52,13,0,0,0,38.4912,-80.9545,2020-03-26
Wisconsin,728,107,10,3,0.0137,44.2685,-89.6165,2020-03-26
Wyoming,53,9,0,0,0,42.756,-107.3025,2020-03-26
Alabama,587,70,4,3,0.0068,32.3182,-86.9023,2020-03-27
Alaska,58,2,1,0,0.0172,61.3707,-152.4044,2020-03-27
Arizona,665,157,13,5,0.0195,33.7298,-111.4312,2020-03-27
Arkansas,381,46,3,1,0.0079,34.9697,-92.3731,2020-03-27
California,4657,758,94,13,0.0202,36.1162,-119.6816,2020-03-27
Colorado,1433,3,27,8,0.0188,39.0598,-105.3111,2020-03-27
Connecticut,1291,279,27,6,0.0209,41.5978,-72.7554,2020-03-27
